,assignmentId,question,response,condition,task
1132,3e5ad5c1,assit_useful_detail,I didn't,Conf.+Adaptive,lsat
1133,3e5ad5c1,,no,Conf.+Adaptive,lsat
1134,3e5ad5c1,,No,Conf.+Adaptive,lsat
1135,3e5ad5c2,assist_is_useful,3,Conf.+Single,lsat
1136,3e5ad5c2,expl_is_useful,2,Conf.+Single,lsat
1137,3e5ad5c2,assit_useful_detail,I honestly did not really take Jarvis' response into consideration while performing the HIT.,Conf.+Single,lsat
1138,3e5ad5c2,,no,Conf.+Single,lsat
1139,3e5ad5c2,,,Conf.+Single,lsat
1140,3e5ad5c3,assist_is_useful,4,Conf.,lsat
1141,3e5ad5c3,expl_is_useful,,Conf.,lsat
1142,3e5ad5c3,assit_useful_detail,"It helped to double check what answers I may or may not have thought were right. It made me think about the choices I was making, and second guess them to really think of the answer.",Conf.,lsat
1143,3e5ad5c3,,no,Conf.,lsat
1144,3e5ad5c3,,,Conf.,lsat
1145,3e5ad5c5,assist_is_useful,4,Conf.+Double,lsat
1146,3e5ad5c5,expl_is_useful,4,Conf.+Double,lsat
1147,3e5ad5c5,assit_useful_detail,"I read the information he gave and added it to my own opinions about the problems. When uncertain, I allowed his information to influence my choices.",Conf.+Double,lsat
1148,3e5ad5c5,,no,Conf.+Double,lsat
1149,3e5ad5c5,,,Conf.+Double,lsat
1150,3e5ad5c7,assist_is_useful,4,Conf.+Double,lsat
1151,3e5ad5c7,expl_is_useful,4,Conf.+Double,lsat
1152,3e5ad5c7,assit_useful_detail,"I checked which ones he chose against what I was thinking.
If the argument was sound and I was not sure I followed his advice. ",Conf.+Double,lsat
1153,3e5ad5c7,,no,Conf.+Double,lsat
1154,3e5ad5c7,,,Conf.+Double,lsat
1155,3e5ad5c9,assist_is_useful,3,Conf.+Single,lsat
1156,3e5ad5c9,expl_is_useful,3,Conf.+Single,lsat
1157,3e5ad5c9,assit_useful_detail,I read what he had to say and really thought about the thoughts he was presenting to me. I basically used process of elimination when reading his thoughts and thinking about the question myself. ,Conf.+Single,lsat
1158,3e5ad5c9,,no,Conf.+Single,lsat
1159,3e5ad5c9,,,Conf.+Single,lsat
1160,3e5ad5ca,assist_is_useful,4,Conf.+Single,lsat
1161,3e5ad5ca,expl_is_useful,4,Conf.+Single,lsat
1162,3e5ad5ca,assit_useful_detail,I did not use Jarvis information because I felt that it was trying to mislead me. 5 focused on my own ability.,Conf.+Single,lsat
1163,3e5ad5ca,,no,Conf.+Single,lsat
1164,3e5ad5ca,,no,Conf.+Single,lsat
1165,3e5ad5d0,assist_is_useful,2,Conf.+Adaptive,lsat
1166,3e5ad5d0,expl_is_useful,3,Conf.+Adaptive,lsat
1167,3e5ad5d0,assit_useful_detail,I would read his reasoning for his particular answers. At times I would discard his information or use it form my opinion. ,Conf.+Adaptive,lsat
1168,3e5ad5d0,,no,Conf.+Adaptive,lsat
1169,3e5ad5d0,,No,Conf.+Adaptive,lsat
1170,3e5ad5cf,assist_is_useful,2,Conf.+Double,lsat
1171,3e5ad5cf,expl_is_useful,2,Conf.+Double,lsat
1172,3e5ad5cf,assit_useful_detail,"I didn't even see Jarvis until question 11, and then when I used him, it was wrong. I then read the question for myaelf.",Conf.+Double,lsat
1173,3e5ad5cf,,no,Conf.+Double,lsat
1174,3e5ad5cf,,,Conf.+Double,lsat
1175,3e5ad5ce,assist_is_useful,3,Conf.,lsat
1176,3e5ad5ce,expl_is_useful,,Conf.,lsat
1177,3e5ad5ce,assit_useful_detail,"I found that he was correct quite often. I preferred different answers than the robot on many of the questions, and was very surprised to find myself wrong and mm the robot right.",Conf.,lsat
1178,3e5ad5ce,,no,Conf.,lsat
1179,3e5ad5ce,,,Conf.,lsat
1180,3e5ad5d2,assist_is_useful,4,Conf.+Adaptive,lsat
1181,3e5ad5d2,expl_is_useful,4,Conf.+Adaptive,lsat
1182,3e5ad5d2,assit_useful_detail,I mostly based the answers off of my own understanding of the question but Jarvis's help really helped to see if I was on the right track. I did find his reasoning helpful because it gave me a second opinion.,Conf.+Adaptive,lsat
1183,3e5ad5d2,,no,Conf.+Adaptive,lsat
1184,3e5ad5d2,,,Conf.+Adaptive,lsat
1185,3e5ad5d3,assist_is_useful,2,Conf.,lsat
1186,3e5ad5d3,expl_is_useful,,Conf.,lsat
1187,3e5ad5d3,assit_useful_detail,I just don't think whatever I used was sufficient. I tried my best but couldn't get more thsn two right which I believe it bad. :(,Conf.,lsat
1188,3e5ad5d3,,no,Conf.,lsat
1189,3e5ad5d3,,I wish I could have gotten at least six right :(,Conf.,lsat
1190,3e5ad5d8,assist_is_useful,1,Conf.+Adaptive,lsat
1191,3e5ad5d8,expl_is_useful,1,Conf.+Adaptive,lsat
1192,3e5ad5d8,assit_useful_detail,I did not use any of Jarvis suggestions or read his information.,Conf.+Adaptive,lsat
1193,3e5ad5d8,,no,Conf.+Adaptive,lsat
1194,3e5ad5d8,,no,Conf.+Adaptive,lsat
1195,3e5ad5d9,assist_is_useful,3,Conf.,lsat
1196,3e5ad5d9,expl_is_useful,,Conf.,lsat
1197,3e5ad5d9,assit_useful_detail,He was inaccurate on a number of occasions. He could not be relied upon on his own.,Conf.,lsat
1198,3e5ad5d9,,yes,Conf.,lsat
1199,3e5ad5d9,,na,Conf.,lsat
1200,3e5ad5da,assist_is_useful,2,Conf.+Adaptive,lsat
1201,3e5ad5da,expl_is_useful,3,Conf.+Adaptive,lsat
1202,3e5ad5da,assit_useful_detail,If I was unsure about a question I would look at Jarvis's answer.  If I didn't trust or understand his answer then I would look at his explanation. ,Conf.+Adaptive,lsat
1203,3e5ad5da,,no,Conf.+Adaptive,lsat
1204,3e5ad5da,,no,Conf.+Adaptive,lsat
1205,3e5ad5db,assist_is_useful,4,Conf.,lsat
1206,3e5ad5db,expl_is_useful,,Conf.,lsat
1207,3e5ad5db,assit_useful_detail,"I looked at Jarvis' answer, then thought about that possibility first. I then came to my own conclusion, but if it was a tough choice between two answers, I went with Jarvis' answer.",Conf.,lsat
1208,3e5ad5db,,no,Conf.,lsat
1209,3e5ad5db,,,Conf.,lsat
1210,3e5ad5e1,assist_is_useful,2,Conf.,lsat
1211,3e5ad5e1,expl_is_useful,,Conf.,lsat
1212,3e5ad5e1,assit_useful_detail,"Initially, I used it to narrow down my own answers. However, I came to realize his assumptions could be wrong after looking at the other answers.",Conf.,lsat
1213,3e5ad5e1,,no,Conf.,lsat
1214,3e5ad5e1,,,Conf.,lsat
1215,3e5ad5e4,assist_is_useful,5,Conf.+Double,lsat
1216,3e5ad5e4,expl_is_useful,5,Conf.+Double,lsat
1217,3e5ad5e4,assit_useful_detail,I really trusted Jarvis even know he was wrong sometimes. His explanations made a lot of sense so when he was wrong it surprised me.,Conf.+Double,lsat
1218,3e5ad5e4,,no,Conf.+Double,lsat
1219,3e5ad5e4,,None,Conf.+Double,lsat
1220,3e5ad5df,assist_is_useful,3,Conf.+Single,lsat
1221,3e5ad5df,expl_is_useful,4,Conf.+Single,lsat
1222,3e5ad5df,assit_useful_detail,"When Jarvis was right, his explanation usually touched on some key words that made it true and when he was wrong it tended to not make sense or to be a bit off topic.",Conf.+Single,lsat
1223,3e5ad5df,,no,Conf.+Single,lsat
1224,3e5ad5df,,A few examples at the beginning would be nice.  I think I misses a couple at the beginning because I wasn't sure of exactly what you were getting at.,Conf.+Single,lsat
1225,3e5ad5e7,assist_is_useful,4,Conf.+Single,lsat
1226,3e5ad5e7,expl_is_useful,2,Conf.+Single,lsat
1227,3e5ad5e7,assit_useful_detail,"I first read over the questions and answers, picked what I thought was correct, and then read Jarvis' information to evaluate my choice.",Conf.+Single,lsat
1228,3e5ad5e7,,no,Conf.+Single,lsat
1229,3e5ad5e7,,"No, thank you! This questions were tough, which I very much liked. Thank you for the interesting HIT!",Conf.+Single,lsat
1230,3e5ad5eb,assist_is_useful,3,Conf.+Double,lsat
1231,3e5ad5eb,expl_is_useful,3,Conf.+Double,lsat
1232,3e5ad5eb,assit_useful_detail,He have good reasons for his choice. The more unsure he was the more likely he was incorrect.,Conf.+Double,lsat
1233,3e5ad5eb,,no,Conf.+Double,lsat
1234,3e5ad5eb,,no,Conf.+Double,lsat
1235,3e5ad5ec,assist_is_useful,5,Conf.+Adaptive,lsat
1236,3e5ad5ec,expl_is_useful,5,Conf.+Adaptive,lsat
1237,3e5ad5ec,assit_useful_detail,When i did not know what to do I listened to Jarvis. He was helpful and usually correct.,Conf.+Adaptive,lsat
1238,3e5ad5ec,,no,Conf.+Adaptive,lsat
1239,3e5ad5ec,,Nope ,Conf.+Adaptive,lsat
1240,3e5ad5ee,assist_is_useful,2,Conf.+Double,lsat
1241,3e5ad5ee,expl_is_useful,2,Conf.+Double,lsat
1242,3e5ad5ee,assit_useful_detail,I felt like the information he gave was sometimes incorrect. I don't think he read the passage or the question they were asking.,Conf.+Double,lsat
1243,3e5ad5ee,,no,Conf.+Double,lsat
1244,3e5ad5ee,,No issues. This is fun. I hope to find more HITs. Thanks!,Conf.+Double,lsat
1245,3e5ad5ea,assist_is_useful,4,Conf.+Single,lsat
1246,3e5ad5ea,expl_is_useful,3,Conf.+Single,lsat
1247,3e5ad5ea,assit_useful_detail,"If I was stuck on a few options, I would usually defer to Jarvis's answer then reread the answer. If I still didn't understand why Jarvis gave that answer, I would then read the description but if it seemed to make sense at face value I would just select Jarvis's answer without reading the explanation.",Conf.+Single,lsat
1248,3e5ad5ea,,no,Conf.+Single,lsat
1249,3e5ad5ea,,,Conf.+Single,lsat
1250,3e5ad5ed,assist_is_useful,4,Conf.,lsat
1251,3e5ad5ed,expl_is_useful,,Conf.,lsat
1252,3e5ad5ed,assit_useful_detail,I used Jarvis to pick which of the answers were more likely to be true. I also looked at the percentage of how much Jarvis thought he was right to judge how likely I thought he was right.,Conf.,lsat
1253,3e5ad5ed,,no,Conf.,lsat
1254,3e5ad5ed,,,Conf.,lsat
1255,3e5ad5f0,assist_is_useful,4,Conf.+Double,lsat
1256,3e5ad5f0,expl_is_useful,3,Conf.+Double,lsat
1257,3e5ad5f0,assit_useful_detail,I read through the answers to see which one was the best answer. I then checked with Jarvis responses to see if he agreed.,Conf.+Double,lsat
1258,3e5ad5f0,,no,Conf.+Double,lsat
1259,3e5ad5f0,,none,Conf.+Double,lsat
1260,3e5ad5f1,assist_is_useful,4,Conf.+Adaptive,lsat
1261,3e5ad5f1,expl_is_useful,4,Conf.+Adaptive,lsat
1262,3e5ad5f1,assit_useful_detail,I would answer the question first and then read the information that Jarvis provided.  i would compare that to my reasoning for choosing an answer.,Conf.+Adaptive,lsat
1263,3e5ad5f1,,yes,Conf.+Adaptive,lsat
1264,3e5ad5f1,,it was fun!  Thanks for the opportunity to participate and to earn bonuses!,Conf.+Adaptive,lsat
1265,3e5ad5e8,assist_is_useful,4,Conf.+Single,lsat
1266,3e5ad5e8,expl_is_useful,5,Conf.+Single,lsat
1267,3e5ad5e8,assit_useful_detail,Jarvis's information provided a (usually) helpful alternative view to my own conclusions. Reading its conclusions after forming my own opinion helped me take a step back and look at the questions in a way that I might not have before.,Conf.+Single,lsat
1268,3e5ad5e8,,yes,Conf.+Single,lsat
1269,3e5ad5e8,,"I'm not sure whether this was an error specific to this HIT or simply something about the Mturk website itself, but sometimes when I would scroll to the top of the page, the page would begin jittering rapidly back and forth and not stop until I clicked on the scroll bar and moved it back down. It was only a minor inconvenience, but a rather irritating one.",Conf.+Single,lsat
1270,3e5ad5f3,assist_is_useful,4,Conf.+Adaptive,lsat
1271,3e5ad5f3,expl_is_useful,4,Conf.+Adaptive,lsat
1272,3e5ad5f3,assit_useful_detail,"I would first attempt to figure out the answer myself. After doing that, I compare my answer to Jarvis' predictions and decide which makes more logical sense.",Conf.+Adaptive,lsat
1273,3e5ad5f3,,no,Conf.+Adaptive,lsat
1274,3e5ad5f3,,No.,Conf.+Adaptive,lsat
1275,3e5ad5f3,assist_is_useful,4,Conf.+Adaptive,lsat
1276,3e5ad5f3,expl_is_useful,4,Conf.+Adaptive,lsat
1277,3e5ad5f3,assit_useful_detail,"I would first attempt to figure out the answer myself. After doing that, I compare my answer to Jarvis' predictions and decide which makes more logical sense.",Conf.+Adaptive,lsat
1278,3e5ad5f3,,no,Conf.+Adaptive,lsat
1279,3e5ad5f3,,No.,Conf.+Adaptive,lsat
1280,3e5ad5f6,assist_is_useful,1,Conf.+Single,lsat
1281,3e5ad5f6,expl_is_useful,1,Conf.+Single,lsat
1282,3e5ad5f6,assit_useful_detail,It really confused me. I really would have been better off without it. It caused me to doubt myself on occasions where I would have otherwise been correct,Conf.+Single,lsat
1283,3e5ad5f6,,no,Conf.+Single,lsat
1284,3e5ad5f6,,no,Conf.+Single,lsat
1285,3e5ad5f7,assist_is_useful,5,Conf.+Adaptive,lsat
1286,3e5ad5f7,expl_is_useful,5,Conf.+Adaptive,lsat
1287,3e5ad5f7,assit_useful_detail,I thought about my answer and compared it to his to make my final decision.,Conf.+Adaptive,lsat
1288,3e5ad5f7,,no,Conf.+Adaptive,lsat
1289,3e5ad5f7,,,Conf.+Adaptive,lsat
1290,3e5ad5f8,assist_is_useful,4,Conf.,lsat
1291,3e5ad5f8,expl_is_useful,,Conf.,lsat
1292,3e5ad5f8,assit_useful_detail,"I first tried to solve the logic problem without looking at Jarvis' answer. If my solution matched his, I accepted it, and if our answers differed, I revisited the question and considered whether Jarvis' answer was superior.",Conf.,lsat
1293,3e5ad5f8,,no,Conf.,lsat
1294,3e5ad5f8,,"I enjoyed it, but I sometimes have difficulty with these kind of logic problems. I was worried I wouldn't pass the qualifier questions, because it wasn't clear to me which [specific] part of the text was the referred to argument.",Conf.,lsat
1295,3e5ad5fb,assist_is_useful,3,Conf.+Single,lsat
1296,3e5ad5fb,expl_is_useful,2,Conf.+Single,lsat
1297,3e5ad5fb,assit_useful_detail,I just checked to see if I agreed with him or reread his best answer if I didn't agree.,Conf.+Single,lsat
1298,3e5ad5fb,,no,Conf.+Single,lsat
1299,3e5ad5fb,,NONE,Conf.+Single,lsat
1300,3e5ad5f9,assist_is_useful,2,Conf.,lsat
1301,3e5ad5f9,expl_is_useful,,Conf.,lsat
1302,3e5ad5f9,assit_useful_detail,"The Jarvis conclusions seemed helped me confirm that it was the ""obvious choice"". However sometime the seemingly obvious answer was the wrong answer, so I tried to double-check the Jarvis answer to see if there as a flaw in its reasoning.",Conf.,lsat
1303,3e5ad5f9,,yes,Conf.,lsat
1304,3e5ad5f9,,"One of the ones I got wrong (#2? 3?) was I think actually right, can't quite recall the details of which one.",Conf.,lsat
1305,3e5ad5fe,assist_is_useful,2,Conf.,lsat
1306,3e5ad5fe,expl_is_useful,,Conf.,lsat
1307,3e5ad5fe,assit_useful_detail,Disregarded completely. ,Conf.,lsat
1308,3e5ad5fe,,no,Conf.,lsat
1309,3e5ad5fe,,,Conf.,lsat
1310,3e5ad5fd,assist_is_useful,4,Conf.,lsat
1311,3e5ad5fd,expl_is_useful,,Conf.,lsat
1312,3e5ad5fd,assit_useful_detail,I glanced at his assistance when I was less sure of my answer.  I looked to him for confirmation. ,Conf.,lsat
1313,3e5ad5fd,,no,Conf.,lsat
1314,3e5ad5fd,,,Conf.,lsat
1315,3e5ad601,assist_is_useful,2,Conf.+Single,lsat
1316,3e5ad601,expl_is_useful,2,Conf.+Single,lsat
1317,3e5ad601,assit_useful_detail,"I used Jarvis's information to compare with my own conclusions of the logic questions to see if my reasoning was sound. In the end, he ended up changing my mind to the wrong answer rather than helping me confirm that my conclusion was valid.",Conf.+Single,lsat
1318,3e5ad601,,no,Conf.+Single,lsat
1319,3e5ad601,,Thank you for this! Have a nice day!,Conf.+Single,lsat
1320,3e5ad602,assist_is_useful,3,Conf.,lsat
1321,3e5ad602,expl_is_useful,,Conf.,lsat
1322,3e5ad602,assit_useful_detail,I decided my answer first and then would see what Jarvis thought.  I would then decide what answer to go with.,Conf.,lsat
1323,3e5ad602,,no,Conf.,lsat
1324,3e5ad602,,Nothing.  I thought it was fine.,Conf.,lsat
1325,3e5ad604,assist_is_useful,4,Conf.+Adaptive,lsat
1326,3e5ad604,expl_is_useful,2,Conf.+Adaptive,lsat
1327,3e5ad604,assit_useful_detail,I tried to figure out for myself and sometimes disagreed with Jarvis.  I read the information that Jarvis supplied and that helped me make my decision.,Conf.+Adaptive,lsat
1328,3e5ad604,,no,Conf.+Adaptive,lsat
1329,3e5ad604,,No it was very very interesting.,Conf.+Adaptive,lsat
1330,3e5ad605,assist_is_useful,3,Conf.+Adaptive,lsat
1331,3e5ad605,expl_is_useful,2,Conf.+Adaptive,lsat
1332,3e5ad605,assit_useful_detail,"I tried to answer the question on my own first without the information provided from Jarvis. If I was unable to figure out the answer, I would go with what Jarvis predicted was correct. I would also compare the answer from Jarvis to my answer and see which one makes more sense at the end. ",Conf.+Adaptive,lsat
1333,3e5ad605,,no,Conf.+Adaptive,lsat
1334,3e5ad605,,,Conf.+Adaptive,lsat
1335,3e5ad608,assist_is_useful,3,Conf.+Double,lsat
1336,3e5ad608,expl_is_useful,2,Conf.+Double,lsat
1337,3e5ad608,assit_useful_detail,"I only used Jarvis when I came up with my own answer. If Jarvis had a different high percentage answer, or had a low percentage on the answer I picked, I would look over the question again briefly, but usually stuck with my gut.",Conf.+Double,lsat
1338,3e5ad608,,no,Conf.+Double,lsat
1339,3e5ad608,,,Conf.+Double,lsat
1340,3e5ad609,assist_is_useful,4,Conf.+Single,lsat
1341,3e5ad609,expl_is_useful,2,Conf.+Single,lsat
1342,3e5ad609,assit_useful_detail,"Honestly I probably would have done a better job if I had relied on Jarvis more, but I just used his answers when I was not (often incorrectly) sure of my own.",Conf.+Single,lsat
1343,3e5ad609,,no,Conf.+Single,lsat
1344,3e5ad609,,,Conf.+Single,lsat
1345,3e5ad60a,assist_is_useful,4,Conf.+Double,lsat
1346,3e5ad60a,expl_is_useful,4,Conf.+Double,lsat
1347,3e5ad60a,assit_useful_detail,"First I read the question and thought of the answer I thought would most likely be correct. Then, I read what Jarvis had to say about his best prediction of the correct answer.",Conf.+Double,lsat
1348,3e5ad60a,,no,Conf.+Double,lsat
1349,3e5ad60a,,,Conf.+Double,lsat
1350,3e5ad60b,assist_is_useful,1,Conf.+Single,lsat
1351,3e5ad60b,expl_is_useful,1,Conf.+Single,lsat
1352,3e5ad60b,assit_useful_detail,"Once I realized that Jarvis's answers were clouding my own intuition, I stopped paying attention to them.",Conf.+Single,lsat
1353,3e5ad60b,,no,Conf.+Single,lsat
1354,3e5ad60b,,,Conf.+Single,lsat
1355,3e5ad610,assist_is_useful,2,Conf.+Double,lsat
1356,3e5ad610,expl_is_useful,2,Conf.+Double,lsat
1357,3e5ad610,assit_useful_detail,"at first i used his recommendation until i missed a few. after a while i noticed he was wrong a lot of the time and ignored him,",Conf.+Double,lsat
1358,3e5ad610,,no,Conf.+Double,lsat
1359,3e5ad610,,no,Conf.+Double,lsat
1360,3e5ad613,assist_is_useful,5,Conf.,lsat
1361,3e5ad613,expl_is_useful,,Conf.,lsat
1362,3e5ad613,assit_useful_detail,good information that Jarvis provided strongly nice.,Conf.,lsat
1363,3e5ad613,,no,Conf.,lsat
1364,3e5ad613,,good and use full survey,Conf.,lsat
1365,3e5ad615,assist_is_useful,5,Conf.+Double,lsat
1366,3e5ad615,expl_is_useful,5,Conf.+Double,lsat
1367,3e5ad615,assit_useful_detail,Jarvis was very highly provided to the information for me,Conf.+Double,lsat
1368,3e5ad615,,no,Conf.+Double,lsat
1369,3e5ad615,,good survey,Conf.+Double,lsat
1370,3e5ad617,assist_is_useful,4,Conf.+Adaptive,lsat
1371,3e5ad617,expl_is_useful,4,Conf.+Adaptive,lsat
1372,3e5ad617,assit_useful_detail,"I first read the question and made my selection for the answer.  If my answer matched Jarvis', I felt confident - if not, I compared our answers before selecting.",Conf.+Adaptive,lsat
1373,3e5ad617,,no,Conf.+Adaptive,lsat
1374,3e5ad617,,No,Conf.+Adaptive,lsat
1375,3e5ad616,assist_is_useful,5,Conf.+Single,lsat
1376,3e5ad616,expl_is_useful,5,Conf.+Single,lsat
1377,3e5ad616,assit_useful_detail,Jarvis is information is very well they is correctly answered.,Conf.+Single,lsat
1378,3e5ad616,,no,Conf.+Single,lsat
1379,3e5ad616,,good and use full survey,Conf.+Single,lsat
1380,3e5ad618,assist_is_useful,4,Conf.+Adaptive,lsat
1381,3e5ad618,expl_is_useful,5,Conf.+Adaptive,lsat
1382,3e5ad618,assit_useful_detail,I have checked whether information provided  by jarvis were correct or not. Then I have read all instructions and finalize my answers to each questions.,Conf.+Adaptive,lsat
1383,3e5ad618,,no,Conf.+Adaptive,lsat
1384,3e5ad618,,None.,Conf.+Adaptive,lsat
1385,3e5ad619,assist_is_useful,4,Conf.+Double,lsat
1386,3e5ad619,expl_is_useful,4,Conf.+Double,lsat
1387,3e5ad619,assit_useful_detail,Jarvis help can be much needed for my prediction to correct.,Conf.+Double,lsat
1388,3e5ad619,,no,Conf.+Double,lsat
1389,3e5ad619,,I like this survey very much to work,Conf.+Double,lsat
1390,3e5ad61c,assist_is_useful,3,Conf.+Adaptive,lsat
1391,3e5ad61c,expl_is_useful,2,Conf.+Adaptive,lsat
1392,3e5ad61c,assit_useful_detail,I first made a decision of what I thought the answer was and then I read the information Jarvis provided. I tried to see if the information provided enough reasoning to get me to change my answer from what I originally thought.,Conf.+Adaptive,lsat
1393,3e5ad61c,,no,Conf.+Adaptive,lsat
1394,3e5ad61c,,,Conf.+Adaptive,lsat
1395,3e5ad61d,assist_is_useful,4,Conf.,lsat
1396,3e5ad61d,expl_is_useful,,Conf.,lsat
1397,3e5ad61d,assit_useful_detail,I took it into consideration. I weighed my own analysis against Jarvis'.,Conf.,lsat
1398,3e5ad61d,,no,Conf.,lsat
1399,3e5ad61d,,,Conf.,lsat
1400,3e5ad61e,assist_is_useful,4,Conf.+Adaptive,lsat
1401,3e5ad61e,expl_is_useful,4,Conf.+Adaptive,lsat
1402,3e5ad61e,assit_useful_detail,I read the scenario and made my own choice. Then I looked at Jarvis's choices and made a final decision.,Conf.+Adaptive,lsat
1403,3e5ad61e,,no,Conf.+Adaptive,lsat
1404,3e5ad61e,,no,Conf.+Adaptive,lsat
1405,3e5ad61f,assist_is_useful,5,Conf.+Adaptive,lsat
1406,3e5ad61f,expl_is_useful,5,Conf.+Adaptive,lsat
1407,3e5ad61f,assit_useful_detail,It helps me to identify a correct answer. its explanation make me accuracy ,Conf.+Adaptive,lsat
1408,3e5ad61f,,no,Conf.+Adaptive,lsat
1409,3e5ad61f,,good,Conf.+Adaptive,lsat
1410,3e5ad623,assist_is_useful,5,Conf.,lsat
1411,3e5ad623,expl_is_useful,,Conf.,lsat
1412,3e5ad623,assit_useful_detail,"I considered it more heavily because they were usually correct, but sometimes made my own judgments. ",Conf.,lsat
1413,3e5ad623,,no,Conf.,lsat
1414,3e5ad623,,"n/a, have a great day!",Conf.,lsat
1415,3e5ad624,assist_is_useful,4,Conf.+Double,lsat
1416,3e5ad624,expl_is_useful,5,Conf.+Double,lsat
1417,3e5ad624,assit_useful_detail,I used the help from Jarvis typically only when the explanation helped me to understand it more. I found Jarvis to be helpful overall except when I had my own strong intuition ,Conf.+Double,lsat
1418,3e5ad624,,no,Conf.+Double,lsat
1419,3e5ad624,,,Conf.+Double,lsat
1420,3e5ad627,assist_is_useful,2,Conf.+Single,lsat
1421,3e5ad627,expl_is_useful,2,Conf.+Single,lsat
1422,3e5ad627,assit_useful_detail,"If I was unsure of my own answer, I considered the argument Jarvis made and decided if it made sense.",Conf.+Single,lsat
1423,3e5ad627,,no,Conf.+Single,lsat
1424,3e5ad627,,no,Conf.+Single,lsat
1425,3e5ad629,assist_is_useful,3,Conf.,lsat
1426,3e5ad629,expl_is_useful,,Conf.,lsat
1427,3e5ad629,assit_useful_detail,I used Jarvis to narrow down my choices. If I was unsure I went with Jarvis's answer.,Conf.,lsat
1428,3e5ad629,,no,Conf.,lsat
1429,3e5ad629,,no,Conf.,lsat
1430,3e5ad62a,assist_is_useful,3,Conf.+Adaptive,lsat
1431,3e5ad62a,expl_is_useful,4,Conf.+Adaptive,lsat
1432,3e5ad62a,assit_useful_detail,I read the jarvis rationale and weighed it against my intuition and understanding,Conf.+Adaptive,lsat
1433,3e5ad62a,,no,Conf.+Adaptive,lsat
1434,3e5ad62a,,thank you,Conf.+Adaptive,lsat
1435,3e5ad62b,assist_is_useful,5,Conf.+Single,lsat
1436,3e5ad62b,expl_is_useful,3,Conf.+Single,lsat
1437,3e5ad62b,assit_useful_detail,"If Jarvis was above 90% confidence I didn't exert full effort into reading the passage. Sometimes, he was wrong, though.",Conf.+Single,lsat
1438,3e5ad62b,,no,Conf.+Single,lsat
1439,3e5ad62b,,,Conf.+Single,lsat
1440,3e5ad62c,assist_is_useful,3,Conf.,lsat
1441,3e5ad62c,expl_is_useful,,Conf.,lsat
1442,3e5ad62c,assit_useful_detail,it was a guide to see which answers are possible,Conf.,lsat
1443,3e5ad62c,,no,Conf.,lsat
1444,3e5ad62c,,,Conf.,lsat
1445,3e5ad62e,assist_is_useful,4,Conf.+Single,lsat
1446,3e5ad62e,expl_is_useful,1,Conf.+Single,lsat
1447,3e5ad62e,assit_useful_detail,"If Jarvis was very sure about an answer, I usually went with his answer because I was rarely sure about my own.  If Jarvis wasn't very sure then I just went with my own, considering Jarvis' but not letting it overrule my own reasoning.",Conf.+Single,lsat
1448,3e5ad62e,,no,Conf.+Single,lsat
1449,3e5ad62e,,No.,Conf.+Single,lsat
1450,3e5ad630,assist_is_useful,2,Conf.+Adaptive,lsat
1451,3e5ad630,expl_is_useful,2,Conf.+Adaptive,lsat
1452,3e5ad630,assit_useful_detail,"When I wasn't sure, I read Jarvis' explanations. But, I gave my own explanations anyways because I didn't trust jarvis. and... that didn't work out very well.",Conf.+Adaptive,lsat
1453,3e5ad630,,no,Conf.+Adaptive,lsat
1454,3e5ad630,,,Conf.+Adaptive,lsat
1455,3e5ad62f,assist_is_useful,4,Conf.+Single,lsat
1456,3e5ad62f,expl_is_useful,5,Conf.+Single,lsat
1457,3e5ad62f,assit_useful_detail,"I read Jarvis's explanations through to see if they made sense to me and fit everything else I read.  If Jarvis's explanation made sense, and none of the other answers looked better to me, I went with Jarvis's answer.",Conf.+Single,lsat
1458,3e5ad62f,,no,Conf.+Single,lsat
1459,3e5ad62f,,Some questions were extremely challenging and I felt that they had multiple potentially correct answers.,Conf.+Single,lsat
1460,3e5ad632,assist_is_useful,4,Conf.+Double,lsat
1461,3e5ad632,expl_is_useful,2,Conf.+Double,lsat
1462,3e5ad632,assit_useful_detail,"I used it to make sense of the arguments presented.  If it did not match up, I disregarded it.",Conf.+Double,lsat
1463,3e5ad632,,no,Conf.+Double,lsat
1464,3e5ad632,,No.,Conf.+Double,lsat
1465,3e5ad633,assist_is_useful,2,Conf.,lsat
1466,3e5ad633,expl_is_useful,,Conf.,lsat
1467,3e5ad633,assit_useful_detail,"I started by looking at it first, but I think I was taking his ideas too strongly and it was swaying my choices incorrectly.",Conf.,lsat
1468,3e5ad633,,no,Conf.,lsat
1469,3e5ad633,,Very fun and well put together!  Thank you for the opportunity to participate!,Conf.,lsat
1470,3e5ad636,assist_is_useful,3,Conf.,lsat
1471,3e5ad636,expl_is_useful,,Conf.,lsat
1472,3e5ad636,assit_useful_detail,I looked at it and took it into account only after I read the passage and options for myself. ,Conf.,lsat
1473,3e5ad636,,no,Conf.,lsat
1474,3e5ad636,,,Conf.,lsat
1475,3e5ad637,assist_is_useful,2,Conf.+Double,lsat
1476,3e5ad637,expl_is_useful,2,Conf.+Double,lsat
1477,3e5ad637,assit_useful_detail,"I mostly started ignoring it, because it just confused me. A few times, it helped me decide between two answers...but not very often. ",Conf.+Double,lsat
1478,3e5ad637,,no,Conf.+Double,lsat
1479,3e5ad637,,,Conf.+Double,lsat
